StockCode,TotalRevenue,SalesPrice,AnnualDemand,CumulativePct,ABC_Category,HoldingCost,EOQ
22139,47787.6,4.946230646022425,10107,0.16438976596567784,A,0.989246129204485,1011.0
22112,47555.840000000004,4.879200779727095,10326,0.16706996039274857,A,0.9758401559454191,1029.0
22910,47240.020000000004,2.920526315789474,17294,0.16973235555470365,A,0.5841052631578948,1721.0
15056BL,46676.22,5.796563245823389,9488,0.1723629755736273,A,1.159312649164678,905.0
22178,46440.909999999996,1.3436502659574467,37851,0.17498033378179045,A,0.26873005319148935,3753.0
22411,45784.63,1.9783629078420149,24690,0.17756070477663558,A,0.395672581568403,2498.0
48194,45590.18,7.547261802575107,7556,0.18013011678502722,A,1.5094523605150214,708.0
71477,45034.37,3.2372191780821917,15489,0.18266820395793054,A,0.6474438356164384,1547.0
22469,45020.95,1.6383938915218537,27182,0.18520553479450982,A,0.32767877830437075,2880.0
48187,44764.75,7.508606627017842,7205,0.1877284264830851,A,1.5017213254035686,693.0
22111,44368.05,4.89552715654952,9487,0.19022896059939962,A,0.9791054313099041,984.0
21212,44067.34,0.5411718161266015,91263,0.19271254703344917,A,0.1082343632253203,9183.0
21929,43883.88,1.974256165473349,24431,0.1951857938652629,A,0.39485123309466985,2487.0
21754,43837.76,5.963094867807154,7468,0.19765644142500036,A,1.1926189735614308,791.0
22138,43155.06,4.951761041902604,9052,0.20008861276950618,A,0.990352208380521,956.0
21731,42913.71,1.648707916287534,27867,0.20250718189554684,A,0.3297415832575068,2907.0
21175,42491.840000000004,2.263115201090661,20432,0.20490197489602757,A,0.4526230402181322,2125.0
21928,42340.92,1.9691315136476426,23618,0.2072882622126021,A,0.39382630272952857,2449.0
21232,41989.92,1.239935,35764,0.2096547675582578,A,0.247987,3798.0
22090,41953.19,2.9109358081979892,15333,0.2120192028418284,A,0.5821871616395978,1623.0
21915,41939.65,1.251702819956616,37097,0.21438287502600806,A,0.2503405639913232,3849.0
21523,41691.67,7.441846994535519,6669,0.21673257133227186,A,1.4883693989071038,669.0
22457,41203.920000000006,2.957979917306557,14508,0.21905477858920325,A,0.5915959834613114,1566.0
22326,41078.270000000004,2.933057644110276,14921,0.22136990435141682,A,0.5866115288220553,1595.0
82494L,40870.82000000001,2.8981016765819363,14707,0.22367333846158735,A,0.5796203353163872,1593.0
20727,40586.2,1.6401464336324987,25820,0.22596073170405723,A,0.3280292867264998,2806.0
48185,39700.88,7.465614266842801,6430,0.22819822929269837,A,1.4931228533685603,656.0
22383,38632.7,1.6468761904761904,24262,0.23037552544060988,A,0.3293752380952381,2714.0
84997D,38462.37,3.8801639344262293,10385,0.23254322197853106,A,0.7760327868852459,1157.0
22328,38214.64,2.921219980787704,14108,0.23469695672825927,A,0.5842439961575409,1554.0
84946,37794.78,1.2335277177825774,32481,0.23682702863379945,A,0.2467055435565155,3628.0
82486,37753.53,8.1468864177919,4787,0.23895477573506502,A,1.62937728355838,542.0
23203,37684.38,2.0553642987249545,19516,0.24107862561898286,A,0.4110728597449909,2179.0
82482,37679.600000000006,2.560422943221321,15919,0.2432022061073993,A,0.5120845886442642,1763.0
21166,37387.49,1.977267716535433,19833,0.24530932360001773,A,0.39545354330708665,2239.0
20728,37071.43,1.6494313304721029,23575,0.24739862830138654,A,0.3298862660944206,2673.0
22629,36862.29,1.9302931034482758,20661,0.24947614610418564,A,0.3860586206896552,2313.0
22114,36269.270000000004,4.018526011560694,9325,0.2515202419571434,A,0.8037052023121389,1077.0
84078A,36259.65,38.497008547008555,1007,0.2535637956375649,A,7.6994017094017115,114.0
23298,36173.950000000004,4.916591796875,7785,0.25560251936098427,A,0.9833183593750001,890.0
22083,35924.86,2.923599640933573,13116,0.2576272046481183,A,0.5847199281867147,1498.0
23284,35913.85,7.91351145038168,5342,0.2596512694238567,A,1.5827022900763361,581.0
85066,35889.479999999996,12.659057279236277,2997,0.2616739607334092,A,2.5318114558472558,344.0
20713,35822.62,1.9673145245559038,19832,0.2636928838874755,A,0.3934629049111808,2245.0
21485,35559.18,4.920061022120518,7562,0.2656969598551633,A,0.9840122044241038,877.0
84029E,35261.07,3.772900473933649,10299,0.267684234673704,A,0.7545800947867298,1168.0
22960,34851.72,4.181705020920502,8702,0.26964843898000646,A,0.8363410041841004,1020.0
21524,33665.65,7.539951171875,5130,0.2715457976958595,A,1.507990234375,583.0
22699,33662.700000000004,2.9144096601073346,12374,0.2734429901529827,A,0.582881932021467,1457.0
22720,33347.8,4.953615185504745,7020,0.2753224351951703,A,0.990723037100949,842.0
20726,33333.11,1.6512062726176115,21115,0.2772010523252418,A,0.3302412545235223,2529.0
84997B,33271.88,3.840773195876289,9034,0.2790762186003862,A,0.7681546391752578,1084.0
22384,32681.5,1.6479084287200831,20494,0.28091811171316294,A,0.32958168574401664,2494.0
22188,32379.54,3.8298214285714285,12382,0.2827429866950603,A,0.7659642857142858,1271.0
21755,32325.16,5.9649074664964905,5492,0.28456479688043756,A,1.1929814932992981,678.0
22727,31993.09,3.760783034257749,8856,0.28636789196871215,A,0.7521566068515498,1085.0
84997C,31773.420000000002,3.833304157549234,8598,0.2881586066992895,A,0.7666608315098469,1059.0
22382,31485.95,1.6465055387713998,19679,0.28993311993932536,A,0.32930110775428,2445.0
22630,31443.489999999998,1.9439676498572787,17623,0.2917052401808279,A,0.3887935299714558,2129.0
85152,31138.050000000003,2.0815212527964206,16404,0.2934601461625086,A,0.41630425055928416,1985.0
22385,30096.57,1.979,16545,0.2951563554858629,A,0.39580000000000004,2045.0
48184,29992.46,7.495169270833333,4652,0.2968466972850224,A,1.4990338541666668,557.0
22622,29731.56,10.38934456928839,3119,0.2985223350493878,A,2.077868913857678,387.0
20712,29504.5,1.9853617021276595,15929,0.3001851759638477,A,0.3970723404255319,2003.0
85014B,29455.420000000002,5.96700495049505,6055,0.30184525078391244,A,1.1934009900990101,712.0
22865,29433.430000000004,2.1021065778517904,14623,0.3035040862719529,A,0.4204213155703581,1865.0
82483,29150.02,6.170931899641578,4998,0.3051469490865515,A,1.2341863799283157,636.0
20679,29140.670000000002,5.81235569422777,6134,0.3067892849455145,A,1.162471138845554,726.0
15036,28829.32,0.7658034321372855,41078,0.30841407346360694,A,0.15316068642745712,5179.0
47590B,28793.95,5.412819277108434,5691,0.31003686856770674,A,1.0825638554216868,725.0
22379,28377.08,2.093587786259542,14507,0.31163616934070415,A,0.4187175572519084,1861.0
22659,28121.77,1.9254076738609112,16047,0.31322108112511093,A,0.38508153477218227,2041.0
22752,28023.09,8.39266982622433,3579,0.31480043141410385,A,1.678533965244866,462.0
22492,27835.09,0.6515692307692308,44809,0.3163691862314935,A,0.13031384615384617,5864.0
22666,27804.370000000003,2.952433035714286,9807,0.3179362097037361,A,0.5904866071428572,1289.0
22077,27457.34,1.7160960334029225,16284,0.31948367494985913,A,0.34321920668058453,2178.0
48188,27143.95,7.518096026490067,4777,0.32101347788297285,A,1.5036192052980135,564.0
22467,27051.530000000002,2.4976977687626776,11852,0.32253807212733354,A,0.49953955375253556,1540.0
21977,26733.45,0.5448876745598058,55270,0.32404473973548376,A,0.10897753491196116,7122.0
23245,26625.68,4.93283356258597,5856,0.32554533354589626,A,0.9865667125171941,770.0
20750,26581.78,7.774709821428572,3694,0.32704345320097167,A,1.5549419642857145,487.0
72741,26508.95,1.4225029377203289,19727,0.32853746823797864,A,0.28450058754406576,2633.0
23199,26451.260000000002,2.0620523415977963,13887,0.3300282319305346,A,0.4124104683195593,1835.0
84991,26121.57,0.5433936170212766,53495,0.3315004146601497,A,0.10867872340425533,7016.0
22726,25900.21,3.7794254937163374,6980,0.33296012178554085,A,0.7558850987432675,961.0
21217,25879.65,9.854402515723269,2727,0.3344186701721226,A,1.970880503144654,372.0
22866,25251.36,2.09028362305581,12554,0.3358418088307597,A,0.418056724611162,1733.0
71459,25106.76,0.832011111111111,32244,0.33725679799368485,A,0.16640222222222223,4402.0
22867,25071.13,2.0989503816793897,12458,0.3386697790893056,A,0.41979007633587795,1723.0
82600,25034.340000000004,2.070338818973863,12609,0.3400806867413078,A,0.4140677637947726,1745.0
22624,24946.68,8.528037803780379,3014,0.3414866539728806,A,1.705607560756076,420.0
84077,24905.87,0.2621321961620469,109169,0.34289032119809093,A,0.05242643923240939,14430.0
22697,24664.090000000004,2.9277068793619145,8919,0.3442803619705128,A,0.585541375872383,1234.0
22149,24656.19,2.0936679841897234,12373,0.3456699575076918,A,0.4187335968379447,1719.0
23355,24426.3,4.867162162162162,5338,0.3470465966993023,A,0.9734324324324325,741.0
47566B,24414.3,4.725222551928784,5646,0.3484225595842147,A,0.9450445103857569,773.0
23201,24175.0,2.0583574244415246,12540,0.3497850357863896,A,0.41167148488830496,1745.0
20972,24108.77,1.2565105386416862,20301,0.3511437793391799,A,0.2513021077283372,2842.0
22507,23985.32,4.922744310575636,5436,0.35249556538681376,A,0.9845488621151273,743.0
20971,23975.69,1.253611374407583,20859,0.35384680869832247,A,0.2507222748815166,2884.0
47590A,23905.670000000002,5.430886469673406,4757,0.3551941057602478,A,1.0861772939346812,662.0
84755,23848.11,0.6431052631578947,39643,0.35653815880437806,A,0.12862105263157894,5552.0
37503,23827.8,10.619339019189766,2388,0.35788106719942175,A,2.1238678038379533,335.0
84836,23815.18,1.2495823842065301,19715,0.35922326434525464,A,0.24991647684130602,2809.0
22158,23768.81,2.9530508474576274,8439,0.3605628481292884,A,0.5906101694915254,1195.0
22551,23736.149999999998,1.6504878048780487,14951,0.36190059123192553,A,0.33009756097560977,2128.0
48111,23729.14,7.324203389830508,4106,0.3632379392587332,A,1.4648406779661016,529.0
21527,23685.54,7.841738002594035,3310,0.36457283003787117,A,1.568347600518807,459.0
21108,23534.52,2.0117798594847773,12622,0.3658992094972138,A,0.4023559718969555,1771.0
22961,23416.449999999997,1.4691692307692308,16617,0.36721893466223626,A,0.29383384615384617,2378.0
82583,23390.22,2.0754555940023067,11978,0.36853718153353443,A,0.41509111880046135,1699.0
21930,23232.89,1.9753121998078773,12544,0.3698465614604319,A,0.3950624399615755,1782.0
22084,23182.7,2.907044198895028,8482,0.37115311273456464,A,0.5814088397790056,1208.0
21080,23091.0,0.8374856815578465,30214,0.3724544958983462,A,0.16749713631156932,4247.0
23173,23073.32,9.705872576177285,2666,0.37375488263692597,A,1.9411745152354571,371.0
48173C,22735.64,7.428755274261603,4059,0.37503623810502174,A,1.4857510548523207,523.0
21481,22658.2,3.1130769230769233,7832,0.3763132291405592,A,0.6226153846153847,1122.0
84978,22321.06,1.2279982206405693,19216,0.37757121933941407,A,0.24559964412811386,2797.0
22835,22266.63,4.764953917050692,4827,0.37882614192380426,A,0.9529907834101383,712.0
21231,22152.0,1.2470096463022509,18775,0.380074604088461,A,0.24940192926045018,2744.0
23243,22133.829999999998,4.888174807197943,4663,0.3813220422120591,A,0.9776349614395887,691.0
84029G,22057.21,3.8107185628742513,6073,0.38256516211738995,A,0.7621437125748503,893.0
22113,22032.62,3.863320039880359,5909,0.3838068961575787,A,0.7726640079760718,875.0
84406B,21989.9,3.3651638269986894,6934,0.38504622254592225,A,0.6730327653997379,1015.0
22728,21917.48,3.7765398773006136,5979,0.38628146742334285,A,0.7553079754601227,890.0
22171,21914.02,8.376994633273704,3055,0.38751651729899883,A,1.6753989266547409,427.0
22632,21869.22,2.080809523809524,11025,0.38874904229631535,A,0.41616190476190484,1628.0
20749,21830.84,7.785910290237467,3060,0.38997940423937577,A,1.5571820580474935,443.0
22734,21514.48,2.728848,8858,0.39119193648351924,A,0.5457696000000001,1274.0
22087,21495.65,2.8932857142857147,7806,0.39240340748973557,A,0.578657142857143,1161.0
85014A,21412.690000000002,5.960151057401813,4606,0.3936102029623125,A,1.1920302114803627,622.0
22556,21288.41,1.6515068493150684,13317,0.394809994151853,A,0.3303013698630137,2008.0
21955,21288.2,7.293477537437604,3744,0.39600977350602634,A,1.458695507487521,507.0
22607,21177.27,9.103146747352495,2427,0.39720330096836476,A,1.820629349470499,365.0
22969,21020.8,1.448988580750408,14588,0.3983880099549491,A,0.2897977161500816,2244.0
22605,21003.309999999998,13.368718411552345,1724,0.399571733224521,A,2.6737436823104694,254.0
23202,20963.93,2.0784015345268543,10716,0.40075323708094535,A,0.4156803069053709,1606.0
21314,20903.86,2.0860792349726776,10603,0.40193135545875697,A,0.4172158469945355,1594.0
22554,20879.23,1.6483533447684389,13071,0.40310808571707074,A,0.3296706689536878,1991.0
22585,20854.88,1.2481826741996234,17551,0.4042834436363763,A,0.24963653483992468,2652.0
22698,20828.690000000002,2.9247522236340537,7591,0.40545732551631336,A,0.5849504447268108,1139.0
23209,20817.56,1.6463848396501457,13004,0.4066305801217879,A,0.32927696793002914,1987.0
21210,20761.27,1.45015756302521,14858,0.4078006622852595,A,0.290031512605042,2263.0
20724,20658.75,0.8447526041666666,25999,0.4089649665351739,A,0.16895052083333334,3923.0
22722,20553.7,3.9175555555555555,5378,0.41012335028353547,A,0.7835111111111112,828.0
20711,20532.63,1.9528634361233481,11469,0.411280546550053,A,0.39057268722466965,1714.0
37449,20531.28,9.59115294117647,2311,0.41243766673206705,A,1.918230588235294,347.0
21936,20496.41,2.9362344139650873,7403,0.4135928216795342,A,0.5872468827930175,1123.0
21790,20458.79,0.8473826366559486,25765,0.4147458564055029,A,0.16947652733118973,3899.0
22617,20335.11,4.980209251101321,4303,0.41589192066377006,A,0.9960418502202644,657.0
22941,20279.4,8.446109839816934,2568,0.41703484516819134,A,1.6892219679633869,390.0
22294,20234.1,1.2458160621761658,16698,0.41817521661482737,A,0.24916321243523318,2589.0
21791,20204.53,1.2546431797651312,17143,0.41931392152904157,A,0.2509286359530262,2614.0
84970S,20113.02,0.8481810418445773,25767,0.420447469041094,A,0.16963620836891546,3897.0
22625,19926.53,8.440711656441717,2455,0.4215705061834693,A,1.6881423312883435,381.0
22570,19892.66,3.7327724137931035,5585,0.4226916344501893,A,0.7465544827586208,865.0
22568,19848.46,3.7579828850855748,5511,0.42381027165390467,A,0.751596577017115,856.0
22569,19586.68,3.7305061559507524,5554,0.42491415522700143,A,0.7461012311901505,863.0
22273,19480.43,2.9472184531886025,7253,0.42601205066787556,A,0.5894436906377205,1109.0
85150,19220.28,2.522869565217391,8224,0.4270952843431243,A,0.5045739130434782,1277.0
84997A,19130.9,3.876984126984127,5172,0.42817348066065014,A,0.7753968253968254,817.0
85048,19091.7,7.757860262008734,2586,0.42924946770962896,A,1.551572052401747,408.0
22413,19045.920000000002,2.9425851197982347,6876,0.4303228746485545,A,0.588517023959647,1081.0
22558,19029.01,1.4590037593984961,13869,0.4313953285586247,A,0.2918007518796992,2180.0
22501,18943.5,9.800433070866141,2070,0.4324629632198822,A,1.9600866141732283,325.0
48129,18905.13,7.509560878243513,3089,0.43352843539047253,A,1.5019121756487026,454.0
48116,18859.15,7.312750642673522,3316,0.43459131617923147,A,1.4625501285347045,476.0
22693,18828.98,1.2356537102473497,17266,0.4356524966202336,A,0.24713074204946994,2643.0
22633,18807.960000000003,2.0831784582893347,9340,0.4367124923973363,A,0.41663569165786696,1497.0
21622,18723.17,4.94972027972028,3563,0.43776770950402805,A,0.989944055944056,600.0
21559,18695.99,2.5428241206030147,7909,0.4388213947760487,A,0.508564824120603,1247.0
22555,18597.29,1.6476341730558597,11625,0.43986951742547764,A,0.32952683461117194,1878.0
21121,18546.93,1.246075334143378,15465,0.4409148018411303,A,0.24921506682867559,2491.0
21213,18517.13,0.5394233937397035,38927,0.441958406761816,A,0.10788467874794071,6007.0
84949,18517.05,1.6332817337461298,11965,0.44300200717379046,A,0.326656346749226,1914.0
21908,18394.640000000003,2.107125748502994,9570,0.44403870869385553,A,0.42142514970059886,1507.0
22499,18322.68,5.9414618973561435,3177,0.4450713546280878,A,1.1882923794712288,517.0
21479,18319.2,3.8665942028985505,4930,0.4461038044333776,A,0.7733188405797101,798.0
23206,18278.25,1.641508379888268,11565,0.4471339463420603,A,0.3283016759776536,1877.0
21340,18185.06,12.124080604534006,1727,0.44815883616564334,A,2.4248161209068013,267.0
22561,18082.32,1.6494520547945204,11292,0.4491779356767131,A,0.3298904109589041,1850.0
21174,17977.82,1.990858757062147,9338,0.4501911456836204,A,0.39817175141242944,1531.0
22456,17795.56,4.881570247933884,4048,0.45119408371896164,A,0.9763140495867768,644.0
22147,17689.3,1.4480212954747116,12930,0.45219103305849134,A,0.2896042590949423,2113.0
23344,17679.72,2.0702990033222592,8954,0.45318744247984044,A,0.41405980066445186,1471.0
22427,17667.58,5.913057851239669,3072,0.45418316770424666,A,1.1826115702479338,510.0
84945,17616.12,0.8468729641693812,22134,0.45517599270009595,A,0.16937459283387624,3615.0
84947,17543.0,1.2383251231527093,15343,0.4561646967337983,A,0.24766502463054185,2489.0
22061,17533.95,9.55679911699779,2104,0.45715289071953247,A,1.9113598233995583,332.0
22847,17521.89,16.471054945054945,1127,0.45814040501703507,A,3.294210989010989,185.0
79323W,17384.8,6.398089171974522,2948,0.459120193074101,A,1.2796178343949045,480.0
22381,17323.18,2.0961349693251536,8838,0.4600965082962723,A,0.41922699386503076,1452.0
22560,17279.14,1.2512173913043478,14773,0.46107034147286163,A,0.25024347826086957,2430.0
21136,17169.46,1.6880484522207269,10410,0.46203799320623057,A,0.3376096904441454,1756.0
22169,17040.74,8.372061855670102,2140,0.4629983904230847,A,1.6744123711340206,357.0
47591D,16957.47,1.945,9285,0.4639540946350431,A,0.389,1545.0
22505,16812.74,4.919487554904832,3648,0.46490164202463374,A,0.9838975109809663,609.0
21218,16513.95,3.7146102819237146,4737,0.46583234994103107,A,0.742922056384743,799.0
21156,16490.92,1.9493365500603137,9120,0.466761759912157,A,0.38986731001206276,1529.0
84992,16475.22,0.5468110236220473,34541,0.46769028504868626,A,0.10936220472440945,5620.0
23240,16432.25,4.133132530120482,4103,0.4686163884436475,A,0.8266265060240965,705.0
22837,16376.9,4.619655172413793,3658,0.46953937237396387,A,0.9239310344827587,629.0
71053,16261.36,3.703794162826421,4570,0.47045584459795553,A,0.7407588325652843,785.0
21216,16242.17,4.895750915750916,3543,0.47137123529481917,A,0.9791501831501832,602.0
22297,16140.34,1.2510201149425288,13182,0.47228088696576065,A,0.2502040229885058,2295.0
22900,16138.050000000001,3.0635456110154906,5651,0.47319040957484065,A,0.6127091222030981,960.0
21035,16127.16,3.0639721792890264,5612,0.4740993184355921,A,0.6127944358578054,957.0
22352,16112.89,2.5274597701149424,6780,0.4750074230549618,A,0.5054919540229885,1158.0
21164,16103.84,2.931174652241113,5912,0.4759150176263633,A,0.5862349304482226,1004.0
22191,16070.1,8.464065040650405,1969,0.47682071064876536,A,1.6928130081300812,341.0
22557,16010.59,1.6606542056074765,10067,0.47772304975353386,A,0.3321308411214953,1741.0
21258,15975.63,12.568119891008175,1369,0.47862341855145535,A,2.513623978201635,233.0
21535,15966.45,2.535657370517928,6615,0.4795232699747527,A,0.5071314741035856,1142.0
22424,15964.25,12.653804537521815,1328,0.48042299740848876,A,2.530760907504363,229.0
22041,15789.12,2.4546130952380953,7162,0.48131285470955526,A,0.4909226190476191,1208.0
22355,15768.15,0.8445965770171149,19811,0.4822015301646669,A,0.16891931540342298,3425.0
22296,15630.58,1.6508585858585858,9666,0.4830824523270739,A,0.33017171717171717,1711.0
21877,15564.11,1.3135059171597632,13987,0.4839596283139625,A,0.26270118343195265,2307.0
72760B,15537.289999999999,9.842321041214749,1671,0.48483529275538084,A,1.96846420824295,291.0
21533,15532.15,4.890888888888889,3273,0.4857106675120969,A,0.9781777777777778,578.0
22662,15489.99,1.651078107810781,9827,0.486583666177947,A,0.3302156215621562,1725.0
84970L,15443.210000000001,0.9762382075471698,16657,0.4874540283748525,A,0.19524764150943397,2921.0
22690,15424.51,7.730024390243902,2505,0.4883233366604867,A,1.5460048780487805,403.0
22634,15387.9,9.75173469387755,1665,0.48919058164710294,A,1.9503469387755101,292.0
22952,15338.359999999999,0.54259,30764,0.4900550346142339,A,0.108518,5324.0
22333,15245.779999999999,1.6365589660743134,9938,0.4909142698751891,A,0.3273117932148627,1742.0
22652,15239.31,1.652778505897772,9583,0.49177314049411636,A,0.3305557011795544,1703.0
20719,15235.59,0.8415938069216757,19288,0.49263180145796714,A,0.16831876138433516,3385.0
21122,15225.77,1.2481434058898846,12632,0.49348990897750333,A,0.24962868117797693,2250.0
22193,15224.09,8.478852173913044,1863,0.4943479218141018,A,1.6957704347826088,331.0
21430,15218.460000000001,3.7075124378109456,4298,0.4952056173501411,A,0.7415024875621892,761.0
84375,15209.070000000002,2.0886032689450222,7585,0.4960627836761892,A,0.41772065378900447,1348.0
22776,15182.65,9.843556280587276,1611,0.49691846100032366,A,1.9687112561174551,286.0
22635,15106.35,9.796723044397462,1630,0.49776983814103615,A,1.9593446088794924,288.0
22366,15080.68,7.497460317460318,2390,0.4986197685490036,A,1.4994920634920637,399.0
21914,15078.72,1.26834312573443,12159,0.4994695884935438,A,0.253668625146886,2189.0
21975,14941.21,0.5484232365145228,31105,0.500311658526913,A,0.10968464730290457,5325.0
22170,14894.9,6.687230769230769,2344,0.5011511185800163,A,1.337446153846154,419.0
21889,14877.12,1.2626572668112799,12193,0.5019895765720287,A,0.25253145336225596,2197.0
82582,14876.000000000002,2.0967955801104976,7495,0.5028279714420826,A,0.4193591160220995,1337.0
17003,14827.71,0.26433915211970077,71129,0.5036636447412657,A,0.05286783042394016,11599.0
35004C,14751.8,5.150411522633744,3100,0.5044950398369945,A,1.0300823045267489,549.0
21891,14745.53,1.3200277392510402,11833,0.5053260815624735,A,0.2640055478502081,2117.0
21484,14692.92,3.6162380300957597,4274,0.5061541582466703,A,0.723247606019152,769.0
22619,14503.3,3.81375,3917,0.5069715481578597,A,0.76275,717.0
21844,14473.800000000001,2.9029953917050695,5244,0.5077872754817496,A,0.5805990783410139,950.0
20718,14460.51,1.2496938775510205,12336,0.5086022537959715,A,0.2499387755102041,2222.0
22367,14444.789999999999,1.9532335907335907,7779,0.5094163461484187,A,0.39064671814671814,1411.0
22487,14350.66,9.747254901960783,1529,0.5102251334384085,A,1.9494509803921567,280.0
22759,14333.1,1.6658590308370045,8978,0.5110329310662634,A,0.33317180616740094,1642.0
21165,14195.14,1.6644226044226043,9154,0.511832953421446,A,0.33288452088452086,1658.0
22993,14180.17,1.256909294512878,11792,0.5126321320840228,A,0.2513818589025756,2166.0
84050,14163.98,1.6084957264957263,10206,0.5134303982961461,A,0.3216991452991453,1781.0
22940,14142.18,4.2980066445182725,3446,0.5142274358844345,A,0.8596013289036546,633.0
85232B,14048.800000000001,4.914537444933921,2936,0.5150192106794341,A,0.9829074889867843,547.0
84378,14022.84,1.2909368635437883,11135,0.5158095223976101,A,0.2581873727087577,2077.0
22150,14018.05,1.9470236753100338,7767,0.516599564156696,A,0.3894047350620068,1412.0
21770,13951.560000000001,4.9445470085470085,2901,0.5173858586130854,A,0.9889094017094018,542.0
22365,13948.4,7.494568245125349,2246,0.5181719749753777,A,1.4989136490250698,387.0
22667,13868.800000000001,2.9283908045977016,4960,0.5189536051699061,A,0.5856781609195404,920.0
22606,13850.34,15.184913793103446,1030,0.5197341949792972,A,3.0369827586206894,184.0
21380,13843.900000000001,2.955939177101968,4902,0.520514421837427,A,0.5911878354203937,911.0
22295,13717.02,1.6537278106508873,8482,0.5212874978794024,A,0.3307455621301775,1601.0
21169,13568.710000000001,1.662809667673716,8719,0.5220522153341786,A,0.3325619335347432,1619.0
22730,13566.5,3.751788990825688,3615,0.5228168082358045,A,0.7503577981651377,694.0
22271,13496.660000000002,2.9451923076923077,4836,0.5235774650324475,A,0.5890384615384615,906.0
21094,13455.18,0.8273314606741572,18278,0.5243357840622709,A,0.16546629213483144,3324.0
22356,13398.09,0.8511463844797178,16711,0.525090885562978,A,0.17022927689594358,3133.0
47556B,13366.3,2.942111650485437,5142,0.5258441954145243,A,0.5884223300970874,935.0
22804,13244.630000000001,2.9575878594249203,5021,0.526590648079741,A,0.5915175718849841,921.0
79323P,13198.1,6.426086956521739,2234,0.5273344783657357,A,1.2852173913043479,417.0
22173,13158.84,2.987658142664872,4644,0.52807609600165,A,0.5975316285329745,882.0
22692,13120.31,7.824220779220779,1937,0.5288155421294745,A,1.564844155844156,352.0
23356,13115.4,5.89291754756871,2352,0.5295547115351417,A,1.178583509513742,447.0
22236,13108.8,12.603807106598984,1088,0.5302935089721249,A,2.520761421319797,208.0
22636,13100.58,8.42039419087137,1611,0.53103184313902,A,1.6840788381742742,309.0
23200,13043.24,2.0721383647798746,6733,0.531766945687076,A,0.41442767295597494,1275.0
21259,13028.36,5.921741379310345,2283,0.5325012096148265,A,1.184348275862069,439.0
23313,12994.77,4.951293800539084,2755,0.5332335804474112,A,0.9902587601078168,527.0
23108,12985.23,6.148418079096045,2194,0.5339654136161709,A,1.229683615819209,422.0
